나이,성별,결혼,종교,학위,부서,이직계획유무,건강상태,근무지역,공감_tot,공감_com,공감_sen,공감_ins,이직여부,이직퇴직여부,임상경력일,병동경력일,최종임상경력일,최종병동경력일_참고만,최종임상경력월,최종임상경력월_소수점반올림,최종임상경력년,년차_2
30,2,2,3,2,1,1,3,4,3.176470588,3,3.4,3.25,1,1,4045,790,3270,15,109,109,10,4
27,2,2,1,2,1,1,2,1,3.529411765,4.125,2.8,3.25,0,0,2005,730,2005,730,66.83333333,67,7,3
26,2,2,5,2,1,2,2,4,4.235294118,4.25,4.4,4,0,0,850,425,850,425,28.33333333,28,3,2
38,2,1,1,1,2,2,2,1,3.764705882,3.75,4,3.5,0,0,5475,2190,5475,2190,182.5,183,16,4
31,2,2,2,2,2,1,3,1,3.882352941,3.5,4.4,4,0,0,820,820,820,820,27.33333333,27,3,2
24,2,2,1,2,2,1,3,1,3.823529412,3.875,4,3.5,0,0,180,150,180,150,6,6,1,1
26,2,2,3,1,1,1,3,1,3.588235294,3.75,3.4,3.5,0,0,1095,365,1095,365,36.5,37,4,3
38,1,1,5,2,2,2,1,1,3.470588235,3.75,3.2,3.25,0,0,1185,1155,1185,1155,39.5,40,4,3
26,2,2,5,2,1,2,3,1,4.529411765,4.5,4.8,4.25,1,1,1855,395,1749,289,58.3,58,6,3
27,2,1,5,1,2,1,2,1,3.882352941,3.75,4,4,0,0,1825,365,1825,365,60.83333333,61,7,3
33,2,1,1,2,2,2,2,1,4.470588235,3.875,5,5,1,1,2950,395,2771,216,92.36666667,92,8,4
24,2,2,5,2,1,2,3,2,3.411764706,3.5,3.4,3.25,0,0,365,365,365,365,12.16666667,12,1,1
30,2,2,2,2,2,2,2,1,3.588235294,3.5,4,3.25,0,0,1760,1125,1760,1125,58.66666667,59,6,3
23,2,2,5,2,2,1,3,1,3.411764706,3.625,3.8,2.5,0,0,1245,1000,1245,1000,41.5,42,4,3
27,2,2,5,2,2,1,3,1,3.588235294,3.625,3.6,3.5,0,0,2615,1395,2615,1395,87.16666667,87,8,4
27,2,2,2,2,1,1,3,1,3.882352941,3.875,3.6,4.25,0,0,2065,485,2065,485,68.83333333,69,7,3
24,2,2,5,2,1,2,2,1,4.058823529,4.125,3.8,4.25,0,0,365,365,365,365,12.16666667,12,1,1
28,2,2,5,2,2,2,2,1,4,4,4,4,0,0,1640,60,1640,60,54.66666667,55,6,3
38,2,1,1,2,2,2,3,1,3.882352941,3.75,4,4,0,0,3010,1185,3010,1185,100.3333333,100,9,4
37,2,1,1,2,1,1,2,1,4.235294118,4.5,4.2,3.75,0,0,4410,4410,4410,4410,147,147,13,4
31,2,1,1,2,2,2,2,1,3.176470588,3.625,3.2,2.25,0,0,3860,120,3860,120,128.6666667,129,11,4
24,2,2,5,2,1,1,1,1,3.235294118,2.5,3.8,4,0,0,1700,1700,1700,1700,56.66666667,57,6,3
25,2,2,1,2,1,1,3,3,4.352941176,4.25,4.6,4.25,0,0,1490,1490,1490,1490,49.66666667,50,6,3
33,2,1,1,1,2,1,2,1,3.882352941,3.75,4.4,3.5,0,0,2885,695,2885,695,96.16666667,96,8,4
29,2,1,5,2,1,2,3,5,3.882352941,3.875,4,3.75,0,0,4045,1245,4045,1245,134.8333333,135,12,4
26,2,2,5,2,1,2,3,1,3.764705882,4,3.8,3.25,0,0,300,300,300,300,10,10,1,1
26,2,2,5,2,2,1,3,1,3.882352941,3.75,4,4,1,1,1520,605,776,-139,25.86666667,26,3,2
27,2,1,5,2,2,2,2,3,3.882352941,3.875,4,3.75,0,0,1275,545,1275,545,42.5,43,4,3
27,2,2,5,2,2,1,2,1,3.705882353,4,3.4,3.5,0,0,1425,1425,1425,1425,47.5,48,4,3
39,2,1,1,3,1,1,3,3,3.529411765,3.625,3.8,3,0,0,2490,2035,2490,2035,83,83,7,4
28,2,2,3,1,2,1,3,5,3.588235294,3.5,3.8,3.5,0,0,2065,790,2065,790,68.83333333,69,7,3
29,2,2,1,2,1,1,2,1,3.529411765,3.375,3.6,3.75,0,0,1550,1550,1550,1550,51.66666667,52,6,3
32,2,1,5,2,1,2,3,1,4,3.875,4.2,4,0,0,3740,180,3740,180,124.6666667,125,11,4
24,2,2,1,2,2,1,2,5,4.647058824,4.875,4.2,4.75,0,0,365,180,365,180,12.16666667,12,1,1
25,2,2,5,1,1,2,2,1,3.941176471,4.25,3.8,3.5,0,0,1365,545,1365,545,45.5,46,4,3
26,2,2,5,2,2,1,2,1,4.117647059,4.125,4,4.25,0,0,1490,970,1490,970,49.66666667,50,6,3
27,2,2,2,2,1,2,3,1,3.647058824,3.625,3.6,3.75,0,0,1185,120,1185,120,39.5,40,4,3
28,2,1,5,2,2,1,2,5,3.823529412,3.625,4,4,0,0,3100,1640,3100,1640,103.3333333,103,9,4
31,2,2,5,2,1,1,3,5,3.411764706,3.875,3,3,0,0,1790,760,1790,760,59.66666667,60,6,3
26,2,2,2,2,1,1,2,1,4.117647059,4.375,4,3.75,0,0,1855,760,1855,760,61.83333333,62,7,3
25,2,2,2,2,2,1,2,1,3.352941176,3.625,3.2,3,0,0,2005,1245,2005,1245,66.83333333,67,7,3
29,2,1,2,2,1,1,2,1,3.941176471,3.625,4.4,4,0,0,2615,2615,2615,2615,87.16666667,87,8,4
28,2,1,5,1,2,1,2,1,3.529411765,3.75,3.6,3,0,0,1460,730,1460,730,48.66666667,49,6,3
28,2,2,2,2,1,1,2,1,3.941176471,3.875,4,4,0,0,2005,1490,2005,1490,66.83333333,67,7,3
25,2,2,5,1,1,2,2,3,3.588235294,3.5,3.8,3.5,0,0,2520,1185,2520,1185,84,84,7,4
30,2,2,5,1,1,2,2,1,2.823529412,2.875,3,2.5,0,0,3740,455,3740,455,124.6666667,125,11,4
25,2,2,5,2,1,1,2,4,3.882352941,4,4,3.5,0,0,1915,1185,1915,1185,63.83333333,64,7,3
27,2,2,1,1,2,1,2,1,3.588235294,3.25,4,3.75,0,0,2125,1000,2125,1000,70.83333333,71,7,3
50,2,1,5,1,1,2,2,1,4.352941176,4.375,4.4,4.25,0,0,6295,2125,6295,2125,209.8333333,210,18,4
29,1,2,1,2,1,1,3,1,2.647058824,2.75,2.4,2.75,0,0,850,760,850,760,28.33333333,28,3,2
30,2,2,1,2,1,1,4,1,4.411764706,4.625,4.8,3.5,0,0,3250,1425,3250,1425,108.3333333,108,9,4
36,2,1,5,2,2,1,2,1,3.647058824,3.625,3.6,3.75,0,0,5110,5110,5110,5110,170.3333333,170,15,4
25,2,2,5,2,2,1,3,1,4.235294118,4,4.2,4.75,0,0,910,910,910,910,30.33333333,30,3,2
32,2,1,2,2,2,1,2,1,3.470588235,3.5,3.8,3,0,0,2950,575,2950,575,98.33333333,98,9,4
30,2,2,5,2,1,1,2,1,4.117647059,4.375,3.8,4,0,0,1610,150,1610,150,53.66666667,54,6,3
28,2,2,2,2,1,2,3,1,3.470588235,3,4.2,3.5,0,0,2370,2250,2370,2250,79,79,7,4
33,2,1,5,3,1,2,3,1,4.352941176,4.375,4.4,4.25,0,0,4045,1915,4045,1915,134.8333333,135,12,4
38,1,2,1,2,2,1,3,1,3.411764706,3.375,3.2,3.75,0,0,1095,1095,1095,1095,36.5,37,4,3
35,2,1,1,2,2,2,3,1,3.647058824,3.375,3.8,4,0,0,4045,4045,4045,4045,134.8333333,135,12,4
39,2,1,1,1,2,2,2,1,3.588235294,3.25,4,3.75,0,0,4045,1125,4045,1125,134.8333333,135,12,4
25,2,2,5,2,2,1,3,1,3.764705882,3.875,4,3.25,0,0,940,730,940,730,31.33333333,31,3,2
30,2,1,5,2,1,2,2,1,3.588235294,3.5,4.2,3,0,0,2190,180,2190,180,73,73,7,4
27,2,2,5,2,1,1,3,1,3,3.125,3.4,2.25,0,0,2400,2400,2400,2400,80,80,7,4
36,2,1,1,2,1,2,1,1,4.529411765,4.5,4.4,4.75,0,0,2615,1155,2615,1155,87.16666667,87,8,4
28,2,2,1,1,1,1,2,1,4.294117647,4.5,4.4,3.75,0,0,1095,730,1095,730,36.5,37,4,3
38,2,2,5,1,1,1,3,1,3.294117647,3.25,3.4,3.25,1,1,4345,395,4279,329,142.6333333,143,12,4
30,2,1,5,1,2,1,2,1,3.117647059,3.125,3.2,3,0,0,3285,1095,3285,1095,109.5,110,10,4
31,2,2,1,1,1,2,1,1,4.941176471,5,4.8,5,0,0,2555,730,2555,730,85.16666667,85,8,4
29,2,1,5,2,2,1,1,3,3.764705882,4.375,3.2,3.25,0,0,2920,2920,2920,2920,97.33333333,97,9,4
33,2,1,1,1,1,2,3,1,3.529411765,3.75,2.8,4,1,1,4045,515,3846,316,128.2,128,11,4
30,2,1,2,1,1,1,3,1,4.235294118,4,4.2,4.75,1,1,2125,760,1415,50,47.16666667,47,4,3
29,2,1,5,1,2,2,3,1,3.352941176,3.375,4.2,2.25,0,0,1640,240,1640,240,54.66666667,55,6,3
29,2,2,5,1,2,1,3,1,3.941176471,4,4.2,3.5,0,0,2190,730,2190,730,73,73,7,4
26,2,2,5,2,2,2,3,1,3.882352941,3.875,4,3.75,0,0,1095,1095,1095,1095,36.5,37,4,3
33,2,2,1,1,2,2,2,1,3.941176471,3.875,4.4,3.5,0,0,1640,1460,1640,1460,54.66666667,55,6,3
31,2,1,1,2,2,2,2,1,3.588235294,3.625,4,3,0,0,1580,485,1580,485,52.66666667,53,6,3
26,2,1,1,1,1,2,2,1,4.117647059,4.125,4.2,4,0,0,910,910,910,910,30.33333333,30,3,2
29,1,2,5,2,2,1,1,1,4,4.25,4.4,3,0,0,1760,1760,1760,1760,58.66666667,59,6,3
25,2,2,1,1,1,1,3,4,3.588235294,3.75,3.6,3.25,1,1,2490,850,1834,194,61.13333333,61,7,3
33,2,1,5,2,2,2,2,1,4,3.875,4.2,4,0,0,2430,2065,2430,2065,81,81,7,4
28,2,2,5,1,2,2,3,1,3.588235294,3.375,3.8,3.75,1,1,1885,940,1229,284,40.96666667,41,4,3
29,2,2,5,1,1,1,3,1,3.647058824,3.75,4,3,0,0,2950,1640,2950,1640,98.33333333,98,9,4
35,2,1,3,1,1,1,3,1,3.294117647,3.125,3.6,3.25,0,0,3100,365,3100,365,103.3333333,103,9,4
33,2,2,2,1,1,2,3,1,3.823529412,3.875,4.2,3.25,0,0,120,120,120,120,4,4,1,1
29,2,2,2,1,2,1,3,1,4.058823529,4.125,4.4,3.5,0,0,1855,180,1855,180,61.83333333,62,7,3
24,2,2,1,2,1,1,3,1,4.176470588,4.125,4.6,3.75,0,0,240,240,240,240,8,8,1,1
27,2,1,1,2,1,2,2,1,3.588235294,3.5,3.8,3.5,0,0,1095,365,1095,365,36.5,37,4,3
26,2,2,5,2,1,1,1,1,4.352941176,4.25,4.8,4,0,0,1245,665,1245,665,41.5,42,4,3
30,2,2,2,2,1,1,3,1,3.764705882,3.5,4.2,3.75,0,0,1580,1125,1580,1125,52.66666667,53,6,3
30,1,2,5,2,1,2,2,1,3.882352941,3.625,4.6,3.5,0,0,730,240,730,240,24.33333333,24,2,2
26,2,2,5,2,2,1,3,1,3.647058824,4,3.8,2.75,0,0,2585,545,2585,545,86.16666667,86,8,4
32,2,2,5,1,1,1,2,1,3.470588235,3.625,3.6,3,1,1,3435,910,2809,284,93.63333333,94,8,4
28,2,2,3,2,1,1,3,3,3.529411765,3.75,3.2,3.5,0,0,2885,2340,2885,2340,96.16666667,96,8,4
34,2,1,5,2,1,1,3,1,3.529411765,3,4.2,3.75,0,0,4045,1275,4045,1275,134.8333333,135,12,4
27,2,2,3,1,1,2,3,1,3.705882353,3.875,3.6,3.5,0,0,1185,1245,1185,1245,39.5,40,4,3
41,2,1,1,2,1,2,2,1,4.117647059,4.125,4.2,4,0,0,6265,6295,6265,6295,208.8333333,209,18,4
27,2,2,5,2,2,1,3,3,4.411764706,4.125,4.8,4.5,0,0,2220,2220,2220,2220,74,74,7,4
32,2,2,3,1,2,1,2,1,3.411764706,3.125,4,3.25,0,0,1095,1095,1095,1095,36.5,37,4,3
29,2,2,2,1,1,1,3,1,3.235294118,3,3.2,3.75,0,0,2585,2220,2585,2220,86.16666667,86,8,4
31,2,2,2,1,1,1,3,1,3.117647059,3.125,3.6,2.5,0,0,4105,940,4105,940,136.8333333,137,12,4
28,2,2,1,2,2,2,2,1,4.117647059,4,4.4,4,0,0,1460,365,1460,365,48.66666667,49,6,3
27,2,2,1,1,1,1,2,1,3.705882353,3.875,3.8,3.25,0,0,2220,1125,2220,1125,74,74,7,4
26,2,2,5,1,1,2,3,1,3.411764706,3.25,3.8,3.25,0,0,2125,1245,2125,1245,70.83333333,71,7,3
47,2,1,1,2,2,2,2,1,3.941176471,3.875,4,4,0,0,2705,455,2705,455,90.16666667,90,8,4
33,2,2,2,1,2,2,3,1,4,3.875,4.2,4,0,0,4345,2490,4345,2490,144.8333333,145,13,4
34,2,1,2,3,2,1,2,1,3.882352941,4,3.8,3.75,0,0,3010,3010,3010,3010,100.3333333,100,9,4
25,2,2,3,1,2,2,2,1,2.764705882,2.75,3,2.5,0,0,2585,1490,2585,1490,86.16666667,86,8,4
29,2,1,5,2,1,1,3,1,3.941176471,3.75,4.2,4,0,0,1700,1155,1700,1155,56.66666667,57,6,3
29,2,1,1,1,2,2,2,1,3.352941176,3.625,3.4,2.75,0,0,2920,1520,2920,1520,97.33333333,97,9,4
50,2,1,3,1,2,2,3,1,3.294117647,3,3.8,3.25,0,0,3980,365,3980,365,132.6666667,133,12,4
25,2,2,5,1,2,1,2,1,4.058823529,4.375,4.2,3.25,0,0,1855,760,1855,760,61.83333333,62,7,3
29,2,2,1,2,1,1,2,1,3,2.75,3.4,3,0,0,3770,1580,3770,1580,125.6666667,126,11,4
31,2,2,2,2,2,1,3,1,3.764705882,3.5,4.2,3.75,0,0,1460,1460,1460,1460,48.66666667,49,6,3
30,2,1,5,2,1,1,2,1,3.882352941,4,4,3.5,0,0,3375,850,3375,850,112.5,113,10,4
35,1,1,1,1,2,1,2,5,4.411764706,4.25,4.8,4.25,0,0,2125,0,2125,0,70.83333333,71,7,3
34,2,1,1,1,2,2,2,1,3.705882353,3.625,4.2,3.25,0,0,3710,1885,3710,1885,123.6666667,124,11,4
27,2,2,5,2,1,2,1,1,3.705882353,3.875,3.8,3.25,0,0,760,30,760,30,25.33333333,25,3,2
32,2,1,5,1,2,1,3,1,3.529411765,3.625,3.6,3.25,0,0,4075,1155,4075,1155,135.8333333,136,12,4
31,2,2,5,2,2,1,2,1,3.705882353,3.375,4.2,3.75,0,0,1335,60,1335,60,44.5,45,4,3
30,2,2,2,2,2,2,2,1,3.941176471,3.875,4,4,0,0,4075,2980,4075,2980,135.8333333,136,12,4
27,2,2,5,2,1,1,3,3,3,3.125,2.8,3,0,0,2125,2125,2125,2125,70.83333333,71,7,3
50,2,1,2,2,1,2,3,1,3.470588235,3.375,3.8,3.25,0,0,6385,455,6385,455,212.8333333,213,18,4
34,2,2,3,2,2,2,2,1,3.941176471,4.125,4,3.5,0,0,3770,1395,3770,1395,125.6666667,126,11,4
31,2,2,5,1,1,1,2,1,3.352941176,3.25,3.8,3,0,0,2920,1095,2920,1095,97.33333333,97,9,4
24,2,2,5,2,1,1,1,1,3.176470588,3.375,3,3,0,0,365,365,365,365,12.16666667,12,1,1
31,2,2,2,2,2,2,2,1,4.117647059,4.25,4.2,3.75,0,0,2220,1640,2220,1640,74,74,7,4
29,2,2,1,2,1,2,2,1,4.352941176,4.375,4,4.75,0,0,2615,2555,2615,2555,87.16666667,87,8,4
26,2,2,5,2,2,1,2,1,3.764705882,4,3.6,3.5,0,0,880,820,880,820,29.33333333,29,3,2
38,2,1,1,1,1,2,2,1,3.294117647,3.375,3.4,3,0,0,3070,365,3070,365,102.3333333,102,9,4
34,1,1,1,2,1,2,2,4,3.588235294,3.375,4,3.5,0,0,2950,1855,2950,1855,98.33333333,98,9,4
29,2,2,3,1,2,1,3,1,3.294117647,3.375,3.4,3,0,0,4045,2460,4045,2460,134.8333333,135,12,4
30,2,2,2,2,1,1,2,1,3.411764706,3.375,4,2.75,0,0,2920,150,2920,150,97.33333333,97,9,4
32,2,2,1,1,2,1,2,1,3.411764706,3.5,3.8,2.75,0,0,2190,1790,2190,1790,73,73,7,4
27,2,1,1,2,1,1,2,4,3.705882353,3.875,3.8,3.25,1,1,1760,545,1486,271,49.53333333,50,6,3
29,2,2,5,2,1,2,2,1,2.882352941,2.5,3.8,2.5,0,0,1610,150,1610,150,53.66666667,54,6,3
28,2,1,5,2,2,2,1,1,4.294117647,4.375,4,4.5,0,0,2490,1610,2490,1610,83,83,7,4
34,2,2,2,1,2,1,3,1,3.764705882,3.375,4.2,4,0,0,1460,545,1460,545,48.66666667,49,6,3
27,2,2,5,2,1,2,2,1,4.411764706,4.125,5,4.25,1,1,1215,1215,1130,1130,37.66666667,38,4,3
50,2,1,5,1,1,2,2,1,3.941176471,4,3.8,4,0,0,5990,3950,5990,3950,199.6666667,200,17,4
28,2,1,1,1,1,2,3,1,3.588235294,3.875,3.4,3.25,0,0,1335,180,1335,180,44.5,45,4,3
27,2,1,4,2,1,1,3,1,3.705882353,3.75,3.2,4.25,0,0,1825,1095,1825,1095,60.83333333,61,7,3
31,2,2,5,1,1,2,2,1,2.941176471,2.625,3.4,3,1,1,3375,575,3038,238,101.2666667,101,9,4
23,2,2,1,1,2,1,2,1,3.764705882,3.75,4,3.5,0,0,1000,910,1000,910,33.33333333,33,3,2
30,2,2,5,2,1,2,3,1,4.352941176,4.625,4.2,4,0,0,330,330,330,330,11,11,1,1
29,2,1,5,2,1,1,2,1,3.647058824,3.625,4,3.25,1,1,3950,455,3813,318,127.1,127,11,4
32,2,2,5,2,2,1,2,1,3.176470588,2.75,3.6,3.5,0,0,3950,2585,3950,2585,131.6666667,132,11,4
31,2,2,5,1,2,2,2,1,3.882352941,3.875,3.8,4,0,0,4135,4135,4135,4135,137.8333333,138,12,4
28,2,2,5,1,2,2,3,1,3.176470588,3.375,3.2,2.75,0,0,2855,90,2855,90,95.16666667,95,8,4
29,2,2,5,1,1,1,2,1,4.176470588,4.125,4.2,4.25,0,0,1825,1885,1825,1885,60.83333333,61,7,3
23,2,2,1,2,1,2,2,1,3.764705882,4,4.2,2.75,0,0,790,790,790,790,26.33333333,26,3,2
32,2,2,5,2,1,2,2,1,3.176470588,3.125,3.4,3,0,0,2795,2795,2795,2795,93.16666667,93,8,4
29,2,2,5,2,1,1,2,1,3.647058824,3.875,3.4,3.5,0,0,2370,2370,2370,2370,79,79,7,4
37,2,1,1,1,1,2,2,1,3.588235294,3.5,3.8,3.5,0,0,5475,4745,5475,4745,182.5,183,16,4
27,2,1,1,1,1,1,2,1,3.588235294,3.5,3.6,3.75,0,0,1975,240,1975,240,65.83333333,66,7,3
27,2,2,5,1,2,1,2,5,3.588235294,3.75,3.4,3.5,0,0,1790,760,1790,760,59.66666667,60,6,3
24,2,2,5,1,2,1,2,5,3.470588235,3.875,3.2,3,0,0,365,365,365,365,12.16666667,12,1,1
25,2,2,3,1,2,2,1,5,2.941176471,2.875,2.8,3.25,0,0,1460,180,1460,180,48.66666667,49,6,3
25,2,2,1,1,2,1,2,1,3.823529412,3.625,4,4,1,1,1155,545,1070,460,35.66666667,36,3,2
26,2,2,1,2,1,1,2,1,3.882352941,4.25,3.6,3.5,0,0,1640,425,1640,425,54.66666667,55,6,3
25,2,2,1,2,2,1,2,1,3.294117647,3.125,3.4,3.5,0,0,365,365,365,365,12.16666667,12,1,1
26,2,2,5,2,2,2,2,5,3.882352941,4,3.6,4,0,0,1245,270,1245,270,41.5,42,4,3
27,2,2,1,2,1,2,3,1,3.058823529,2.75,3.6,3,0,0,760,2220,760,2220,25.33333333,25,3,2
29,2,1,1,2,2,1,2,1,3.705882353,3.625,4,3.5,1,1,2950,425,2834,309,94.46666667,94,8,4
27,2,2,3,1,2,1,2,2,3.705882353,3.625,4,3.5,1,1,1640,485,1350,195,45,45,4,3
25,2,2,5,2,2,1,2,1,4.117647059,4.25,4,4,0,0,1335,1335,1335,1335,44.5,45,4,3
32,2,2,2,1,2,1,3,1,3.176470588,3,3.2,3.5,0,0,4345,2705,4345,2705,144.8333333,145,13,4
29,2,1,5,2,2,2,1,1,3.470588235,3.5,3.6,3.25,0,0,2795,2555,2795,2555,93.16666667,93,8,4
27,2,2,2,2,2,1,2,1,4,4,4.2,3.75,0,0,1335,395,1335,395,44.5,45,4,3
29,2,1,5,2,1,2,2,1,3.352941176,3.5,3.4,3,0,0,3830,1490,3830,1490,127.6666667,128,11,4
29,2,2,5,1,1,2,4,1,3.117647059,2.75,3.8,3,0,0,2280,1915,2280,1915,76,76,7,4
30,2,2,5,2,1,1,2,1,3.705882353,3.625,3.8,3.75,0,0,790,790,790,790,26.33333333,26,3,2
31,1,2,5,2,1,1,3,1,4.235294118,4.375,4.2,4,0,0,1275,1275,1275,1275,42.5,43,4,3
27,2,2,5,2,2,1,4,1,4.117647059,4.5,3.6,4,0,0,730,730,730,730,24.33333333,24,2,2
28,2,2,5,2,2,2,2,2,4.058823529,4.5,3.6,3.75,0,0,1825,365,1825,365,60.83333333,61,7,3
27,2,2,1,2,2,1,2,1,3.882352941,4.125,4.2,3,1,1,2310,2005,2006,1701,66.86666667,67,7,3
30,2,2,5,2,1,2,2,4,4.176470588,3.75,4.6,4.5,0,0,760,760,760,760,25.33333333,25,3,2
38,2,2,5,1,2,1,2,1,3.588235294,3.75,3.4,3.5,0,0,5900,425,5900,425,196.6666667,197,17,4
31,2,1,5,1,1,2,2,5,3.352941176,3.375,3.6,3,0,0,4105,2065,4105,2065,136.8333333,137,12,4
32,2,1,3,1,1,1,2,1,4.529411765,4.75,4.2,4.5,0,0,2005,1125,2005,1125,66.83333333,67,7,3
29,2,2,5,2,1,1,2,2,4.470588235,4.5,4.6,4.25,0,0,1700,1215,1700,1215,56.66666667,57,6,3
31,2,2,3,1,2,1,1,5,3.823529412,3.875,3.8,3.75,0,0,1030,665,1030,665,34.33333333,34,3,2
32,2,1,5,1,2,2,2,1,3.588235294,3.25,4,3.75,0,0,2645,1125,2645,1125,88.16666667,88,8,4
29,2,2,2,1,2,2,2,5,3.294117647,3,3.6,3.5,0,0,2585,2520,2585,2520,86.16666667,86,8,4
27,2,1,5,1,1,1,2,1,4,3.875,4.2,4,0,0,880,880,880,880,29.33333333,29,3,2
28,1,2,5,2,2,1,1,4,3.764705882,3.375,4.4,3.75,0,0,850,850,850,850,28.33333333,28,3,2
27,2,2,2,2,2,1,2,1,3.764705882,4,3.8,3.25,0,0,1670,760,1670,760,55.66666667,56,6,3
33,2,2,5,2,1,2,2,1,3.294117647,3.125,3.6,3.25,0,0,3285,1155,3285,1155,109.5,110,10,4
34,2,1,5,2,1,2,2,1,3.352941176,3.5,3.2,3.25,0,0,2190,1095,2190,1095,73,73,7,4
46,2,1,1,1,1,2,1,5,4,4.125,4,3.75,0,0,2250,425,2250,425,75,75,7,4
32,2,1,2,2,1,2,2,5,4.176470588,3.625,4.6,4.75,0,0,4015,545,4015,545,133.8333333,134,12,4
25,2,2,5,1,1,2,1,1,4.058823529,4,4.4,3.75,0,0,970,30,970,30,32.33333333,32,3,2
30,2,1,5,1,2,2,3,3,4.235294118,4,4.4,4.5,0,0,1885,270,1885,270,62.83333333,63,7,3
27,2,2,3,1,1,2,3,1,3.235294118,3.5,3.4,2.5,0,0,1760,1245,1760,1245,58.66666667,59,6,3
26,2,2,5,2,2,2,2,1,4,3.75,4.4,4,0,0,2220,1490,2220,1490,74,74,7,4
46,2,2,5,3,1,1,2,3,3.411764706,3.375,3.6,3.25,0,0,8030,730,8030,730,267.6666667,268,23,4
27,2,2,5,1,2,1,1,1,4.647058824,4.375,5,4.75,0,0,1825,1825,1825,1825,60.83333333,61,7,3
26,1,2,5,2,2,1,2,1,3,3,3,3,0,0,730,730,730,730,24.33333333,24,2,2
28,1,1,5,1,1,1,2,4,3.058823529,3.25,2.8,3,1,1,1855,395,1809,349,60.3,60,6,3
30,2,1,5,2,1,2,2,1,3.882352941,3.75,4.2,3.75,0,0,2005,910,2005,910,66.83333333,67,7,3
45,2,1,2,1,1,1,2,1,3.823529412,3.875,3.8,3.75,0,0,4015,2065,4015,2065,133.8333333,134,12,4
30,2,2,5,2,1,1,3,1,4.176470588,4.125,4,4.5,0,0,2585,970,2585,970,86.16666667,86,8,4
36,2,1,3,1,1,2,2,5,3.823529412,4.125,3.8,3.25,0,0,1275,365,1275,365,42.5,43,4,3
30,2,2,1,2,1,2,2,1,3.647058824,3.5,4,3.5,1,1,3315,545,2963,193,98.76666667,99,9,4
34,2,1,5,3,1,1,2,1,3.882352941,4,3.8,3.75,0,0,4045,1975,4045,1975,134.8333333,135,12,4
31,2,1,3,2,1,1,2,1,3.411764706,3.25,3.6,3.5,0,0,4045,2220,4045,2220,134.8333333,135,12,4
29,2,1,5,2,2,1,3,3,4.058823529,3.375,4.8,4.5,0,0,790,790,790,790,26.33333333,26,3,2
28,2,1,5,1,2,2,3,1,3.411764706,3.25,3.8,3.25,0,0,2220,395,2220,395,74,74,7,4
40,2,1,3,1,1,2,3,5,3.823529412,3.75,4.2,3.5,0,0,5840,3250,5840,3250,194.6666667,195,17,4
27,2,2,5,2,1,1,2,1,3.823529412,3.375,4.4,4,1,1,2095,665,1743,313,58.1,58,6,3
26,2,2,1,2,2,1,3,1,3.058823529,2.75,3.6,3,1,1,850,760,427,337,14.23333333,14,2,2
28,2,2,5,2,2,1,3,3,2.941176471,2.875,3,3,0,0,2220,1060,2220,1060,74,74,7,4
25,2,2,5,1,1,1,2,1,3.470588235,3.875,3.2,3,0,0,1000,910,1000,910,33.33333333,33,3,2
28,2,2,5,1,1,2,2,5,3.764705882,3.875,3.8,3.5,0,0,3315,2735,3315,2735,110.5,111,10,4
27,2,2,5,2,1,1,1,5,4.411764706,4.625,4.4,4,0,0,2190,365,2190,365,73,73,7,4
28,2,2,5,1,2,2,1,4,3.470588235,3.5,3.4,3.5,0,0,2855,330,2855,330,95.16666667,95,8,4
28,2,1,5,1,1,2,3,2,3.529411765,3.125,4,3.75,0,0,1155,1155,1155,1155,38.5,39,4,3
35,2,1,1,2,2,1,2,1,3.470588235,3.375,4.2,2.75,0,0,1490,1275,1490,1275,49.66666667,50,6,3
33,2,2,2,2,1,2,2,1,3.411764706,3.5,3.4,3.25,0,0,4255,4255,4255,4255,141.8333333,142,12,4
26,2,2,1,2,1,2,1,1,3.882352941,4.25,4,3,0,0,1520,850,1520,850,50.66666667,51,6,3
31,2,2,5,2,1,1,2,1,4.235294118,4.125,4.6,4,0,0,1245,1245,1245,1245,41.5,42,4,3
34,2,1,1,2,1,1,3,5,3.411764706,3.375,3.4,3.5,0,0,1825,1095,1825,1095,60.83333333,61,7,3
24,2,2,5,1,2,1,2,1,4.235294118,4.375,4.4,3.75,0,0,365,365,365,365,12.16666667,12,1,1
28,2,2,2,1,2,2,2,1,4.176470588,4.125,4.4,4,0,0,3435,1155,3435,1155,114.5,115,10,4
26,2,2,5,2,2,2,2,1,3.294117647,3.5,3.6,2.5,0,0,2220,850,2220,850,74,74,7,4
27,2,2,3,1,2,1,3,5,3.882352941,4,3.8,3.75,0,0,3315,1125,3315,1125,110.5,111,10,4
27,1,2,3,2,1,1,3,1,4.352941176,4.375,4,4.75,1,1,1945,820,1428,303,47.6,48,4,3
27,2,2,5,1,1,1,3,1,3.470588235,3.625,3.4,3.25,0,0,1760,1060,1760,1060,58.66666667,59,6,3
27,2,1,2,2,1,1,3,1,3.294117647,3.25,3.4,3.25,0,0,1520,760,1520,760,50.66666667,51,6,3
30,2,2,5,2,2,1,2,1,3.588235294,3.5,3.6,3.75,0,0,1640,360,1640,360,54.66666667,55,6,3
