나이,성별,결혼,종교,학위,부서,이직계획유무,건강상태,근무지역,공감_tot,공감_com,공감_sen,공감_ins,이직여부,이직퇴직여부,임상경력일,병동경력일,최종임상경력일,최종병동경력일_참고만,최종임상경력월,최종임상경력월_소수점반올림,최종임상경력년,년차_2
34,2,1,5,1,2,1,3,1,3.294117647,3,3.4,3.75,0,0,2920,2705,2920,2705,97.33333333,97,9,4
48,2,1,5,2,2,2,1,1,4.117647059,4.125,4.4,3.75,1,1,4345,455,4268,378,142.2666667,142,12,4
25,2,2,5,2,1,2,2,1,3.941176471,4.25,4,3.25,0,0,425,425,425,425,14.16666667,14,2,2
35,2,1,5,1,2,1,3,1,4.058823529,4.125,4.2,3.75,0,0,3950,760,3950,760,131.6666667,132,11,4
25,2,2,5,2,2,2,2,4,3.823529412,3.75,4.4,3.25,0,0,1855,790,1855,790,61.83333333,62,7,3
30,2,2,5,2,1,1,2,1,3.529411765,3.375,3.6,3.75,0,0,2885,2155,2885,2155,96.16666667,96,8,4
28,2,2,5,2,2,1,2,1,3.764705882,3.875,4,3.25,1,1,850,760,75,-15,2.5,3,1,1
28,2,2,5,2,2,1,2,3,3.352941176,3,4.2,3,0,0,665,90,665,90,22.16666667,22,2,2
35,2,2,3,2,1,2,3,1,3.941176471,4.125,4,3.5,0,0,4015,90,4015,90,133.8333333,134,12,4
30,2,2,3,2,2,1,2,1,2.941176471,2.375,3.6,3.25,0,0,1000,270,1000,270,33.33333333,33,3,2
23,2,2,5,1,2,1,3,1,3.411764706,3.25,3.8,3.25,0,0,605,180,605,180,20.16666667,20,2,2
34,2,1,5,2,1,1,3,2,3.176470588,2.75,4.2,2.75,0,0,4440,2005,4440,2005,148,148,13,4
38,2,1,5,1,1,1,2,1,3.235294118,3.125,3.4,3.25,0,0,2950,1365,2950,1365,98.33333333,98,9,4
26,2,2,5,2,1,2,3,1,3.588235294,3.75,3.6,3.25,0,0,2005,2005,2005,2005,66.83333333,67,7,3
29,2,2,5,1,2,1,3,1,3.941176471,4,4.4,3.25,0,0,2795,850,2795,850,93.16666667,93,8,4
31,2,1,5,2,2,1,1,1,4.058823529,4.125,4.2,3.75,0,0,3315,760,3315,760,110.5,111,10,4
34,2,1,1,3,1,2,2,1,3.941176471,3.75,4.2,4,0,0,2190,2190,2190,2190,73,73,7,4
24,2,2,1,2,1,1,2,1,4.470588235,4.875,4.4,3.75,0,0,1945,1855,1945,1855,64.83333333,65,7,3
33,2,2,5,1,1,2,3,4,3.352941176,3.25,3.6,3.25,1,1,2980,545,2601,166,86.7,87,8,4
46,2,1,1,1,1,1,2,1,3.411764706,3.25,4,3,0,0,3375,395,3375,395,112.5,113,10,4
28,2,2,5,1,2,1,3,5,3.764705882,3.375,4.2,4,0,0,1885,365,1885,365,62.83333333,63,7,3
31,2,2,1,2,1,2,3,1,3,3.125,3,2.75,1,1,4045,485,3877,317,129.2333333,129,11,4
26,2,2,1,2,2,1,2,1,3.176470588,3.125,3.2,3.25,0,0,1365,180,1365,180,45.5,46,4,3
28,2,2,5,2,1,1,2,1,3.176470588,3.125,3.4,3,0,0,365,180,365,180,12.16666667,12,1,1
26,2,2,5,1,2,1,2,1,3.823529412,3.875,3.8,3.75,0,0,2950,2370,2950,2370,98.33333333,98,9,4
32,2,2,5,2,1,1,3,5,3.647058824,3.625,3.8,3.5,0,0,4045,760,4045,760,134.8333333,135,12,4
27,2,1,2,2,2,2,3,5,3.941176471,4,4,3.75,0,0,1855,1855,1855,1855,61.83333333,62,7,3
27,2,2,1,2,1,1,2,1,3.470588235,3.375,3.8,3.25,1,1,2400,1335,2020,955,67.33333333,67,7,3
28,2,1,2,1,2,2,2,1,3.705882353,3.875,3.2,4,0,0,2555,730,2555,730,85.16666667,85,8,4
31,2,1,1,2,1,1,2,1,3.941176471,3.75,4.4,3.75,0,0,2005,365,2005,365,66.83333333,67,7,3
36,2,1,5,1,2,2,2,1,4.058823529,3.875,4.4,4,0,0,2370,545,2370,545,79,79,7,4
27,2,1,5,2,1,1,2,3,3.764705882,3.5,4.2,3.75,0,0,1610,515,1610,515,53.66666667,54,6,3
28,2,2,1,1,1,2,2,5,3,2.75,3.6,2.75,0,0,1490,60,1490,60,49.66666667,50,6,3
39,2,2,1,2,1,2,3,5,3.411764706,3.875,3,3,0,0,2980,1000,2980,1000,99.33333333,99,9,4
26,2,2,1,2,2,1,3,3,3.294117647,3.75,3,2.75,0,0,2585,2220,2585,2220,86.16666667,86,8,4
25,2,2,5,2,2,1,3,1,3.647058824,3.75,3.8,3.25,0,0,1185,1060,1185,1060,39.5,40,4,3
32,2,1,1,2,1,2,2,5,3.823529412,3.75,4.2,3.5,0,0,3315,1490,3315,1490,110.5,111,10,4
26,2,2,5,2,2,1,4,1,3.647058824,3.625,4.2,3,0,0,1335,180,1335,180,44.5,45,4,3
29,2,2,5,2,1,1,2,3,3.176470588,3.25,3,3.25,0,0,2950,2220,2950,2220,98.33333333,98,9,4
27,2,2,5,1,2,1,2,4,3.882352941,3.75,4.2,3.75,0,0,1275,365,1275,365,42.5,43,4,3
28,2,2,5,2,2,1,3,5,3.529411765,3.25,4.2,3.25,1,1,2005,635,1619,249,53.96666667,54,6,3
25,2,2,5,1,1,2,3,1,3.764705882,3.25,4.2,4.25,0,0,1855,790,1855,790,61.83333333,62,7,3
26,2,2,2,2,2,2,2,3,4.176470588,4.375,4.2,3.75,0,0,545,60,545,60,18.16666667,18,2,2
26,2,2,5,2,1,2,3,1,3.882352941,3.75,4.2,3.75,0,0,1790,425,1790,425,59.66666667,60,6,3
31,2,2,2,2,2,2,2,1,3.823529412,3.75,3.8,4,0,0,2190,1550,2190,1550,73,73,7,4
26,2,2,2,2,1,1,3,5,4,4.25,3.8,3.75,1,1,1610,1610,986,986,32.86666667,33,3,2
27,2,2,5,2,1,2,2,1,4.294117647,4.5,4,4.25,0,0,790,300,790,300,26.33333333,26,3,2
25,2,2,5,1,1,2,4,5,3.117647059,2.75,4,2.75,0,0,1945,1125,1945,1125,64.83333333,65,7,3
26,2,2,1,2,2,2,2,1,4,4,3.8,4.25,0,0,1185,395,1185,395,39.5,40,4,3
30,1,2,5,2,2,1,2,1,3.882352941,4,3.8,3.75,0,0,910,180,910,180,30.33333333,30,3,2
28,2,2,5,2,2,2,1,2,4.058823529,4,4,4.25,0,0,1125,180,1125,180,37.5,38,4,3
29,2,2,3,3,1,1,3,5,4.470588235,4.375,5,4,0,0,2190,270,2190,270,73,73,7,4
36,2,1,5,1,2,1,2,1,3.176470588,3,3.6,3,0,0,4345,4345,4345,4345,144.8333333,145,13,4
32,2,1,5,1,2,1,3,1,3,3,3.2,2.75,0,0,3800,3800,3800,3800,126.6666667,127,11,4
31,2,2,3,2,2,2,3,1,3.705882353,3.75,3.6,3.75,0,0,3980,330,3980,330,132.6666667,133,12,4
32,2,1,5,3,1,1,2,4,3.882352941,4.25,3.6,3.5,0,0,4380,4380,4380,4380,146,146,13,4
26,2,2,5,1,2,1,3,1,3.529411765,3.75,3.6,3,0,0,1825,910,1825,910,60.83333333,61,7,3
26,2,2,1,2,2,2,3,1,3.941176471,3.875,4,4,0,0,940,545,940,545,31.33333333,31,3,2
24,2,2,5,2,1,1,3,1,3.588235294,3.625,3.4,3.75,0,0,365,365,365,365,12.16666667,12,1,1
28,2,2,5,2,1,2,2,4,4.235294118,4.5,4,4,0,0,1490,1155,1490,1155,49.66666667,50,6,3
31,2,2,5,2,2,1,3,5,3,2.75,3.4,3,0,0,2005,730,2005,730,66.83333333,67,7,3
34,2,2,5,3,2,2,2,1,3.882352941,3.875,4.2,3.5,0,0,2920,1460,2920,1460,97.33333333,97,9,4
31,2,1,5,2,2,1,3,3,4.176470588,4,4.2,4.5,0,0,3495,1520,3495,1520,116.5,117,10,4
26,2,2,5,2,1,1,4,1,4.294117647,4.125,4.4,4.5,0,0,730,730,730,730,24.33333333,24,2,2
31,2,2,5,1,1,1,3,1,3.529411765,3.25,4,3.5,0,0,4045,790,4045,790,134.8333333,135,12,4
26,2,2,1,1,1,2,1,5,4.117647059,4.25,4.2,3.75,1,1,2585,850,2042,307,68.06666667,68,7,3
38,2,1,5,2,1,2,2,3,3.588235294,3.5,3.6,3.75,0,0,3190,665,3190,665,106.3333333,106,9,4
31,2,1,2,1,1,1,2,5,4.294117647,4.125,4.2,4.75,1,1,3465,575,3105,215,103.5,104,9,4
33,2,2,5,3,1,1,4,1,3.882352941,3.875,3.8,4,0,0,1550,30,1550,30,51.66666667,52,6,3
30,2,2,5,2,1,1,2,5,3.529411765,3.375,4.2,3,0,0,2795,150,2795,150,93.16666667,93,8,4
26,2,2,5,2,1,1,2,1,4.235294118,4.5,4.2,3.75,1,1,2340,425,1890,-25,63,63,7,3
24,2,2,5,2,2,1,3,1,3.823529412,3.75,3.8,4,1,1,1245,635,773,163,25.76666667,26,3,2
29,2,2,5,2,1,2,2,1,3.764705882,3.625,4,3.75,0,0,2735,2735,2735,2735,91.16666667,91,8,4
28,2,2,5,2,1,2,3,1,3.764705882,3.875,3.6,3.75,0,0,2370,425,2370,425,79,79,7,4
28,2,1,5,1,1,1,3,5,3.411764706,3.375,3.6,3.25,0,0,1095,665,1095,665,36.5,37,4,3
35,2,2,5,1,1,2,2,1,4.235294118,4,4.8,4,0,0,3615,1275,3615,1275,120.5,121,11,4
36,2,1,5,2,1,2,2,1,3.823529412,3.75,3.8,4,0,0,3800,2220,3800,2220,126.6666667,127,11,4
29,2,2,5,2,1,1,3,1,2.882352941,2.625,3.2,3,0,0,395,395,395,395,13.16666667,13,2,2
42,2,1,5,2,1,2,3,1,4.176470588,4.5,3.8,4,0,0,3710,1825,3710,1825,123.6666667,124,11,4
27,2,2,5,2,1,1,3,1,3.588235294,3.75,3.6,3.25,0,0,180,180,180,180,6,6,1,1
28,1,2,3,2,1,1,2,5,4.529411765,4.625,4.4,4.5,0,0,1520,880,1520,880,50.66666667,51,6,3
35,1,1,5,2,2,1,3,1,2.882352941,2.875,3,2.75,0,0,1885,1125,1885,1125,62.83333333,63,7,3
29,2,1,5,1,2,2,3,1,3.411764706,3.875,3.4,2.5,0,0,2920,1095,2920,1095,97.33333333,97,9,4
26,2,2,1,2,1,2,2,5,3.705882353,3.375,4.2,3.75,0,0,1855,1125,1855,1125,61.83333333,62,7,3
27,2,2,5,2,1,2,2,1,3.117647059,2.875,3.6,3,0,0,1975,180,1975,180,65.83333333,66,7,3
29,2,2,1,3,1,1,2,1,4.588235294,5,4.2,4.25,0,0,2950,425,2950,425,98.33333333,98,9,4
29,2,1,5,2,1,1,3,4,3.823529412,3.375,4.4,4,0,0,1825,120,1825,120,60.83333333,61,7,3
27,2,2,5,1,1,1,2,1,3.647058824,3.5,4.2,3.25,0,0,1550,300,1550,300,51.66666667,52,6,3
35,2,2,5,2,1,1,3,1,3.941176471,3.875,4,4,1,1,3315,545,2873,103,95.76666667,96,8,4
28,2,2,5,1,1,1,3,1,3.647058824,3.5,4,3.5,0,0,2125,2125,2125,2125,70.83333333,71,7,3
34,2,1,5,1,1,1,3,1,3.764705882,4,3.4,3.75,0,0,4045,3315,4045,3315,134.8333333,135,12,4
28,2,2,5,1,2,1,3,3,3.117647059,3.5,3.2,2.25,0,0,1975,425,1975,425,65.83333333,66,7,3
27,2,2,5,2,1,1,2,3,3.647058824,3.625,3.8,3.5,0,0,1760,1030,1760,1030,58.66666667,59,6,3
29,2,2,1,1,1,2,3,1,4.058823529,4,4.2,4,0,0,2490,1030,2490,1030,83,83,7,4
28,2,2,1,1,2,2,2,1,3.588235294,3.625,4,3,0,0,2615,790,2615,790,87.16666667,87,8,4
31,2,2,5,2,2,2,1,1,2.647058824,2.125,3.6,2.5,1,1,3315,635,2963,283,98.76666667,99,9,4
37,2,2,5,2,1,2,2,5,3.941176471,3.5,4.2,4.5,0,0,4345,1730,4345,1730,144.8333333,145,13,4
29,2,2,5,1,2,1,2,1,3.235294118,3.125,3.6,3,0,0,2460,790,2460,790,82,82,7,4
28,2,2,1,2,2,2,2,5,4,4,4.2,3.75,0,0,2250,850,2250,850,75,75,7,4
30,2,1,2,1,1,1,3,1,3.588235294,3.375,3.8,3.75,0,0,1095,1095,1095,1095,36.5,37,4,3
29,2,1,1,1,2,1,3,1,3.705882353,3.375,4,4,0,0,730,730,730,730,24.33333333,24,2,2
27,2,2,5,2,1,1,2,3,3.705882353,4,3.6,3.25,0,0,1460,1460,1460,1460,48.66666667,49,6,3
36,2,1,2,2,2,1,2,3,3.529411765,3.375,4.2,3,0,0,3160,1155,3160,1155,105.3333333,105,9,4
33,2,1,1,1,1,1,3,1,3.823529412,3.5,4,4.25,0,0,3285,60,3285,60,109.5,110,10,4
24,2,2,5,1,1,1,3,1,3.235294118,2.75,4,3.25,0,0,1000,1000,1000,1000,33.33333333,33,3,2
28,2,2,5,2,1,2,3,1,3,2.875,3.2,3,0,0,1885,1460,1885,1460,62.83333333,63,7,3
28,2,2,1,1,2,1,2,4,3.823529412,3.75,4.2,3.5,0,0,2370,180,2370,180,79,79,7,4
30,1,1,1,2,2,1,2,1,4.058823529,4,4.4,3.75,0,0,2310,2220,2310,2220,77,77,7,4
28,2,2,3,2,1,1,2,6,3.764705882,3.625,4.2,3.5,0,0,2855,210,2855,210,95.16666667,95,8,4
43,2,1,1,1,1,1,2,1,3.235294118,3.125,3.4,3.25,0,0,3525,2795,3525,2795,117.5,118,10,4
30,2,1,1,3,2,2,2,1,3.705882353,3.625,3.8,3.75,0,0,1975,1975,1975,1975,65.83333333,66,7,3
27,2,2,5,2,2,2,2,1,4,4.125,3.8,4,0,0,1460,1460,1460,1460,48.66666667,49,6,3
26,2,1,5,1,2,2,2,5,4.117647059,4.5,3.8,3.75,1,1,2520,455,1956,-109,65.2,65,7,3
26,2,2,1,1,1,2,3,1,3.882352941,3.625,4,4.25,0,0,60,30,60,30,2,2,1,1
27,1,2,2,2,2,1,2,1,3.823529412,3.875,3.8,3.75,0,0,880,880,880,880,29.33333333,29,3,2
23,2,2,1,2,1,1,3,1,3.823529412,3.75,4,3.75,0,0,1245,910,1245,910,41.5,42,4,3
34,2,1,1,1,1,2,3,1,3.411764706,3.125,3.8,3.5,1,1,3890,485,3722,317,124.0666667,124,11,4
39,2,2,5,2,1,1,3,1,2.705882353,2.875,3,2,0,0,1335,365,1335,365,44.5,45,4,3
26,2,2,1,2,2,1,3,1,3.823529412,4,3.8,3.5,1,1,2520,515,1955,-50,65.16666667,65,7,3
27,1,2,1,2,1,1,2,1,4.117647059,3.875,4.4,4.25,0,0,1760,1395,1760,1395,58.66666667,59,6,3
29,2,2,5,2,1,1,3,1,3.823529412,4,3.8,3.5,1,1,2125,1945,1822,1642,60.73333333,61,7,3
24,2,2,1,2,2,2,2,5,3.823529412,4.125,3.6,3.5,0,0,1670,1670,1670,1670,55.66666667,56,6,3
34,2,1,1,2,1,2,4,1,3.352941176,3.5,3.6,2.75,0,0,4045,2220,4045,2220,134.8333333,135,12,4
37,2,2,2,1,2,1,3,1,4,3.625,4.6,4,0,0,1825,1825,1825,1825,60.83333333,61,7,3
30,2,2,5,2,1,2,2,1,4,4,4,4,0,0,1670,1670,1670,1670,55.66666667,56,6,3
29,2,2,1,2,1,2,2,1,3.882352941,4,4,3.5,0,0,2555,1185,2555,1185,85.16666667,85,8,4
37,2,2,1,2,1,2,2,1,3.823529412,3.5,4.2,4,0,0,1520,910,1520,910,50.66666667,51,6,3
28,2,1,3,1,2,1,3,1,3.705882353,3.75,3.8,3.5,0,0,3680,970,3680,970,122.6666667,123,11,4
26,2,2,1,2,2,1,2,1,3.764705882,3.5,4,4,0,0,1095,970,1095,970,36.5,37,4,3
29,2,2,2,2,1,1,2,5,3.823529412,4,4,3.25,0,0,940,940,940,940,31.33333333,31,3,2
30,2,1,2,2,2,1,3,1,4.470588235,4.375,4.6,4.5,0,0,2065,1155,2065,1155,68.83333333,69,7,3
31,2,1,5,2,1,2,2,1,3.764705882,3.75,4.4,3,0,0,1095,60,1095,60,36.5,37,4,3
28,2,1,5,1,2,1,2,1,3.647058824,3.5,3.8,3.75,0,0,3070,3070,3070,3070,102.3333333,102,9,4
29,2,2,5,2,1,1,2,1,3.352941176,3,4,3.25,0,0,3860,910,3860,910,128.6666667,129,11,4
27,2,2,5,1,2,2,2,1,3.588235294,3.25,4,3.75,1,1,2520,425,2461,366,82.03333333,82,7,4
28,2,2,2,1,2,2,2,1,2.882352941,3,3,2.5,0,0,2370,1640,2370,1640,79,79,7,4
28,2,1,5,2,1,1,3,1,3.588235294,3.375,3.8,3.75,0,0,1125,395,1125,395,37.5,38,4,3
39,2,1,2,2,1,2,2,5,4.058823529,4.25,4,3.75,0,0,5930,3010,5930,3010,197.6666667,198,17,4
27,2,2,2,2,1,1,3,1,2.941176471,3,3,2.75,1,1,2585,395,2092,-98,69.73333333,70,7,3
26,2,2,5,2,1,2,2,3,3.470588235,3.625,3.6,3,0,0,850,60,850,60,28.33333333,28,3,2
27,2,2,5,1,1,1,2,1,3.411764706,3,4.2,3.25,0,0,2125,2125,2125,2125,70.83333333,71,7,3
40,1,2,5,2,1,1,1,1,3.176470588,3,3.8,2.75,0,0,5625,1095,5625,1095,187.5,188,16,4
22,2,2,5,2,1,1,2,3,3.823529412,4,3.6,3.75,1,1,1335,515,1136,316,37.86666667,38,4,3
29,2,2,5,1,2,2,2,1,3.764705882,3.75,4,3.5,0,0,1215,120,1215,120,40.5,41,4,3
33,2,1,5,2,1,2,3,1,3.529411765,3.375,3.8,3.5,0,0,4380,665,4380,665,146,146,13,4
27,2,2,5,2,2,2,2,1,3.823529412,3.5,4.4,3.75,0,0,2950,1395,2950,1395,98.33333333,98,9,4
26,2,2,5,2,1,1,2,1,3.764705882,3.75,4,3.5,0,0,1095,90,1095,90,36.5,37,4,3
28,2,2,5,1,2,2,2,1,3.117647059,3.25,3,3,0,0,2555,425,2555,425,85.16666667,85,8,4
35,2,2,5,2,1,2,3,1,3.941176471,4.125,3.6,4,1,1,4045,1125,3328,408,110.9333333,111,10,4
27,2,1,5,2,1,2,2,1,4.058823529,4.25,4.4,3.25,0,0,2220,1520,2220,1520,74,74,7,4
26,2,2,5,1,1,1,2,4,3.764705882,4,3.6,3.5,0,0,1730,1730,1730,1730,57.66666667,58,6,3
32,2,1,5,2,1,2,3,1,4.117647059,4,4.6,3.75,0,0,3285,3285,3285,3285,109.5,110,10,4
26,2,2,1,2,2,1,2,5,3.941176471,3.875,4.2,3.75,0,0,1490,455,1490,455,49.66666667,50,6,3
25,2,2,5,1,1,1,3,5,3.529411765,3.5,4,3,1,1,2400,605,1928,133,64.26666667,64,7,3
26,2,2,1,2,2,2,2,1,3.823529412,4,3.6,3.75,0,0,2310,1855,2310,1855,77,77,7,4
27,2,2,5,2,1,2,3,1,3.647058824,3.375,4,3.75,0,0,1335,1335,1335,1335,44.5,45,4,3
23,2,2,5,2,2,2,3,1,4.058823529,4.375,3.6,4,0,0,300,180,300,180,10,10,1,1
29,2,2,5,1,1,1,3,1,3.529411765,3.5,3.4,3.75,1,1,3160,760,2658,258,88.6,89,8,4
29,2,2,5,2,2,2,3,1,3.294117647,3.25,3.8,2.75,0,0,1610,150,1610,150,53.66666667,54,6,3
32,2,2,5,2,2,1,3,5,4.411764706,4.5,4.4,4.25,1,1,4345,635,3993,283,133.1,133,12,4
29,2,1,5,2,2,2,3,1,3.823529412,3.75,4.4,3.25,0,0,2340,120,2340,120,78,78,7,4
27,2,2,5,2,2,1,2,1,4.235294118,4.5,4.4,3.5,0,0,1640,2735,1640,2735,54.66666667,55,6,3
29,2,2,3,2,1,1,2,5,3.352941176,3.375,3.2,3.5,1,1,1855,575,1625,345,54.16666667,54,6,3
27,1,2,5,1,1,2,2,1,3.882352941,3.75,4.2,3.75,0,0,545,760,545,760,18.16666667,18,2,2
26,2,2,3,2,2,2,2,3,3.941176471,4,4,3.75,0,0,910,910,910,910,30.33333333,30,3,2
29,2,2,5,2,2,2,2,1,3.705882353,3.625,4,3.5,1,1,3315,3315,3148,3148,104.9333333,105,9,4
28,2,2,1,2,2,1,3,1,3.705882353,3.75,3.8,3.5,0,0,1425,1095,1425,1095,47.5,48,4,3
25,2,2,5,1,2,1,1,1,3.823529412,3.875,3,4.75,0,0,1825,545,1825,545,60.83333333,61,7,3
36,2,1,2,2,1,2,2,1,3.352941176,3.625,2.6,3.75,0,0,4075,1155,4075,1155,135.8333333,136,12,4
26,2,2,1,2,1,2,2,1,4,4,4,4,0,0,730,365,730,365,24.33333333,24,2,2
25,2,2,5,2,1,1,3,1,3.294117647,3.625,3.2,2.75,0,0,330,330,330,330,11,11,1,1
31,2,1,3,1,1,2,3,1,3.764705882,3.875,4,3.25,0,0,1185,60,1185,60,39.5,40,4,3
34,2,2,1,2,2,2,1,1,4,3.875,4.4,3.75,0,0,2950,2645,2950,2645,98.33333333,98,9,4
26,2,2,5,1,1,1,3,1,3.529411765,3.5,3.6,3.5,0,0,2005,1490,2005,1490,66.83333333,67,7,3
31,2,2,3,2,2,2,2,1,4,4.125,4.4,3.25,0,0,2615,1155,2615,1155,87.16666667,87,8,4
23,2,2,5,2,2,2,3,1,4.235294118,4.5,4,4,0,0,60,60,60,60,2,2,1,1
40,2,2,3,3,2,1,2,5,3.941176471,4,3.8,4,0,0,5535,3650,5535,3650,184.5,185,16,4
29,2,2,3,2,1,1,2,1,4,4,4,4,0,0,365,365,365,365,12.16666667,12,1,1
26,2,2,1,2,1,2,3,1,3.529411765,3.625,4,2.75,0,0,1245,1275,1245,1275,41.5,42,4,3
32,2,1,5,1,2,2,2,1,3.588235294,3.375,4.2,3.25,1,1,3100,1215,2444,559,81.46666667,81,7,4
26,2,2,5,2,1,1,2,3,4.294117647,4.125,4.4,4.5,0,0,365,365,365,365,12.16666667,12,1,1
30,2,2,2,2,2,1,2,1,3.235294118,3.125,3.4,3.25,0,0,545,545,545,545,18.16666667,18,2,2
28,2,1,2,2,1,2,3,1,4.058823529,4.25,4,3.75,0,0,2220,760,2220,760,74,74,7,4
26,2,2,2,1,2,1,2,1,3.764705882,3.25,4.8,3.5,0,0,1335,425,1335,425,44.5,45,4,3
35,2,2,5,2,2,1,3,1,3.823529412,3.625,4,4,0,0,3650,2555,3650,2555,121.6666667,122,11,4
29,2,2,3,2,2,2,2,3,3.352941176,3.75,3,3,0,0,3680,3680,3680,3680,122.6666667,123,11,4
31,2,2,5,2,1,1,2,1,3.294117647,3.875,3,2.5,0,0,4045,3680,4045,3680,134.8333333,135,12,4
26,2,2,5,1,2,1,2,1,3.882352941,3.75,4,4,0,0,1000,1000,1000,1000,33.33333333,33,3,2
25,2,2,5,2,2,1,2,1,3.882352941,3.75,4,4,0,0,1885,1885,1885,1885,62.83333333,63,7,3
31,2,1,5,1,2,1,3,1,4.117647059,4,4,4.5,0,0,1640,365,1640,365,54.66666667,55,6,3
28,2,2,5,2,1,1,2,1,4,3.75,4,4.5,0,0,1095,730,1095,730,36.5,37,4,3
33,2,1,1,1,1,2,2,1,3.647058824,3.375,4,3.75,1,1,1335,695,1001,361,33.36666667,33,3,2
30,2,1,1,2,1,1,2,1,3.705882353,3.75,4,3.25,1,1,3525,545,3112,132,103.7333333,104,9,4
30,2,2,5,2,1,1,3,1,3.470588235,3.375,4,3,0,0,2920,2920,2920,2920,97.33333333,97,9,4
27,2,1,5,2,2,1,2,1,3.647058824,3.75,3,4.25,0,0,2585,2585,2585,2585,86.16666667,86,8,4
28,2,2,5,1,1,2,3,5,4.235294118,4.5,4.2,3.75,0,0,1825,1825,1825,1825,60.83333333,61,7,3
28,1,2,3,2,2,1,4,1,3.235294118,3.125,3,3.75,0,0,730,180,730,180,24.33333333,24,2,2
24,2,2,5,2,2,2,2,1,3.764705882,4,3.6,3.5,0,0,1155,425,1155,425,38.5,39,4,3
26,2,2,5,1,1,2,4,1,4.470588235,5,4.2,3.75,0,0,545,60,545,60,18.16666667,18,2,2
38,2,1,1,1,1,2,2,1,3.588235294,3.625,4,3,0,0,3130,2310,3130,2310,104.3333333,104,9,4
26,2,2,5,2,2,2,2,1,3.823529412,3.875,3.8,3.75,0,0,1760,1760,1760,1760,58.66666667,59,6,3
34,2,1,2,2,1,1,2,1,4.235294118,4.25,4.4,4,1,1,4345,575,3589,-181,119.6333333,120,10,4
27,2,2,5,2,1,2,2,1,4.352941176,4.875,4,3.75,1,1,2585,760,2174,349,72.46666667,72,7,3
29,2,1,5,2,2,1,2,3,3.235294118,3.125,3,3.75,0,0,1670,485,1670,485,55.66666667,56,6,3
30,2,2,5,2,1,1,3,1,3.705882353,3.625,3.6,4,0,0,1490,395,1490,395,49.66666667,50,6,3
31,2,2,1,2,1,1,2,1,4.117647059,4.125,4.2,4,1,1,1490,1305,926,741,30.86666667,31,3,2
28,2,2,5,2,1,1,1,1,3.941176471,4,4,3.75,0,0,2340,635,2340,635,78,78,7,4
28,2,2,5,2,2,2,2,1,4.176470588,4.375,4.2,3.75,0,0,2460,1460,2460,1460,82,82,7,4
24,2,2,1,1,1,1,3,6,4,4,4,4,0,0,730,180,730,180,24.33333333,24,2,2
31,2,1,5,2,1,2,2,1,3.529411765,3.5,3.8,3.25,0,0,2735,850,2735,850,91.16666667,91,8,4
33,2,1,1,1,1,1,2,3,3.352941176,3.625,3.4,2.75,0,0,3680,820,3680,820,122.6666667,123,11,4
33,1,2,5,2,1,1,2,1,3.588235294,3.625,3.2,4,0,0,635,270,635,270,21.16666667,21,2,2
26,2,2,2,2,2,2,1,4,3.764705882,4,3.4,3.75,0,0,1825,1095,1825,1095,60.83333333,61,7,3
25,2,2,1,2,1,2,2,1,4.411764706,4.625,4.2,4.25,1,1,515,425,347,257,11.56666667,12,1,1
28,2,2,1,1,2,1,2,1,3.411764706,3.375,3.6,3.25,0,0,2280,210,2280,210,76,76,7,4
28,1,2,5,2,1,2,2,1,3.235294118,3.25,3,3.5,0,0,730,760,730,760,24.33333333,24,2,2
33,2,1,5,2,1,1,3,1,3.882352941,3.625,4.4,3.75,1,1,4045,575,3774,304,125.8,126,11,4
27,2,1,5,1,1,2,2,1,3.235294118,3.125,3.6,3,0,0,1825,730,1825,730,60.83333333,61,7,3
33,2,1,5,1,2,1,1,1,3.941176471,3.875,4,4,0,0,4345,4345,4345,4345,144.8333333,145,13,4
25,2,2,5,2,1,1,2,2,3.352941176,3.375,3.4,3.25,0,0,1125,1125,1125,1125,37.5,38,4,3
33,2,1,2,1,1,2,2,1,3.470588235,3.625,3.2,3.5,0,0,3680,1155,3680,1155,122.6666667,123,11,4
25,2,2,2,2,2,1,3,1,3.882352941,3.625,4.4,3.75,0,0,180,150,180,150,6,6,1,1
28,2,2,4,1,1,2,3,1,3.647058824,3.75,3.6,3.5,0,0,1390,790,1390,790,46.33333333,46,4,3
23,2,2,3,1,2,2,3,1,3.352941176,3.375,3.4,3.25,0,1,1610,820,1438,648,47.93333333,48,4,3
26,2,2,3,2,2,1,2,5,3.705882353,3.875,3.2,4,0,0,1825,1825,1825,1825,60.83333333,61,7,3
30,2,2,5,2,1,2,2,1,3.647058824,3.375,3.8,4,0,0,3010,2855,3010,2855,100.3333333,100,9,4
36,2,1,2,1,1,2,1,1,3.294117647,3.125,3.6,3.25,0,0,3650,365,3650,365,121.6666667,122,11,4
31,2,1,1,1,2,2,2,1,3.882352941,3.625,4.2,4,0,0,3315,1550,3315,1550,110.5,111,10,4
26,2,1,5,2,2,1,2,1,3.764705882,4.125,3.4,3.5,0,0,1335,365,1335,365,44.5,45,4,3
28,2,2,5,2,1,1,2,1,3.882352941,3.375,4.4,4.25,1,1,1425,695,794,64,26.46666667,26,3,2
26,2,2,5,2,2,1,3,1,3.823529412,3.5,4,4.25,0,0,1000,365,1000,365,33.33333333,33,3,2
